Unique_ID,X,Y,NAME,DISTRICT,Hectare,EnvironmentalValue,EnvironmentalComposite,RiverDistance,RoadDistance,RailwayDistance,SpaceValue,RiverQuality,PublicBuilding,EducationBuilding,IndustryBuilding,ResidentBuilding,PerHousehold,Aged_0_15,Aged_16_29,Aged_30_44,Aged_45_64,Aged_65__2,Aged_Working,Population,PopulationDensity,PresonsHectare,HousePrice,HouseSaleRate,EmploymentRate,UnemployRate,AccessToTraffic,Traffic,Transportation,ChildrenObesityRate,IncapacityRate,CrimeRate,DeliberateFires,StudentScore,StudentAbsence,ChildrenInLow,AceessToGreenSpace,WellBeing,LifeExpectancy,PM2_5_Conc,Attribut_1,Attribut_2,OtterRecordYear
833,536898,181998,Mile End,Tower Hamlets,121.498,0.637,0.38,0.45,0.01,0.05,0.2,0,0,0,0,1437.763937,3,19.73448253,53.45603385,35.19655131,13.93620673,4.475862016,68.74298316,195.5421196,76.2,85,331250,0.01,54.7,8.5,5.5,6,50,23.7,1.6,80,0.9,342,1.04,32,-1,8.04,78,15.81,1,13,0
834,537084,181998,Mile End,Tower Hamlets,121.498,0.469,0.38,0.22,0.04,0,0.23,0,272.2080078,0,0,1032.075588,2.8,36.51033167,29.25507345,33.23376344,19.97146348,7.801352921,90.35854859,217.1305336,138.8,139,379950,0.015,43.1,12.8,5.5,3,50,23.7,1.6,80,0.9,342,1.04,32,-1,8.04,78,15.81,1,13,0
835,537270,181998,Bromley South,Tower Hamlets,68.791,0.189,0.38,0,0.02,0,0.01,0,1467.044027,0,0,1216.442993,2.8,60.14519655,48.19326647,54.74755071,32.89993657,12.85153772,90.35854859,299.1960366,138.8,139,379950,0.015,43.1,10.25,2.72,3,50,16.5,1.3,71,0.6,364,0.9,13,6,7.6999998,82,14.62,2,19,0
836,537456,181998,Bromley South,Tower Hamlets,68.791,0.396,0.77,0,0.08,0,0.07,0,1987.506042,0,0,1114.489014,2.8,60.14519655,48.19326647,54.74755071,32.89993657,12.85153772,90.35854859,299.1960366,138.8,139,379950,0.015,43.1,10.25,2.72,3,50,16.5,1.3,71,0.6,364,0.9,13,6,7.6999998,82,14.62,2,19,0
837,537642,181998,Bromley South,Tower Hamlets,68.791,0.514,0.77,0.18,0.05,0,0,0,2047.843657,0,0,1708.305016,2.7,55.97303663,68.8584961,53.23269004,24.89634025,5.947135141,125.2059152,334.1136133,121.6,178,295000,0.028,49.8,8.15,2.72,3.1,50,16.5,1.3,71,0.6,364,0.9,13,6,7.6999998,82,14.62,2,19,0
838,537828,181998,Bromley South,Tower Hamlets,68.791,1.158,0.69,0.74,0.03,0,0.01,0.45,0,0,4397.699059,0,2.6,51.55271838,64.95748483,65.38135096,19.86872497,7.152740989,79.788286,288.7013061,77,111,310000,0.064,53.6,7.45,2.72,4.9,50,16.5,1.3,71,0.6,364,0.9,13,6,7.6999998,82,14.62,2,19,0
839,538015,181998,Lansbury,Tower Hamlets,131.561,1.405,0.69,0.89,0.04,0,0.17,0.55,326.8649902,0,67.86720276,2338.787964,2.6,24.75648479,31.19367971,31.39722737,9.541296812,3.434866852,79.788286,180.1118415,77,111,310000,0.064,53.6,15.15,3.4200001,4.9,50,25.9,2.9,104,1.8,323,1.11,39,0.8,7.8400002,78,16.28,1,11,0
840,538201,181998,Lansbury,Tower Hamlets,131.561,1.148,0.62,0.91,0.05,0,0.25,0,918.5569763,0,1208.670044,0,3,34.06342168,21.70063543,23.73917997,13.54645727,7.233545144,84.0570118,184.3402513,125.7,143,247000,0.004,41.7,18.65,3.4200001,3.5,50,25.9,2.9,104,1.8,323,1.11,39,0.8,7.8400002,78,16.28,1,11,0
841,538387,181998,Canning Town North,Newham,252.085,0.731,0.38,0.68,0.01,0,0,0,0,0,1153.040039,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
842,538573,181998,Canning Town North,Newham,252.085,0.806,0.38,0.77,0,0,0,0,1605.959961,0,0,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
843,538759,181998,Canning Town North,Newham,252.085,0.306,0.31,0.2,0.03,0,0,0,3788.565201,0,0,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
844,538945,181998,Canning Town North,Newham,252.085,0.27,0.54,0,0,0,0,0,1925.511623,0,0,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
845,539131,181998,Canning Town North,Newham,252.085,0.155,0.54,0,0.09,0.44,0,0,2032.709145,0,0,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
846,539317,181998,Canning Town North,Newham,252.085,0.737,0.62,0,0.01,0,0.86,0,0,0,0,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
847,539504,181998,Canning Town North,Newham,252.085,0.435,0.62,0,0.05,0,0.28,0,0,0,0,227.4948497,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
848,539690,181998,Canning Town North,Newham,252.085,0.271,0.62,0,0.13,0,0,0,936.0390015,0,0,0,2.7,9.972835559,13.53633015,11.65559689,10.56675132,3.588241082,95.65697091,144.9767259,121.8,132,255000,0.005,51.5,13.2,4.48,5.1,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
849,539876,181998,Canning Town North,Newham,252.085,0.298,0.62,0,0.04,0,0,0,0,0,0,0,2.7,9.972835559,13.53633015,11.65559689,10.56675132,3.588241082,95.65697091,144.9767259,121.8,132,255000,0.005,51.5,13.2,4.48,5.1,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
850,540062,181998,Canning Town North,Newham,252.085,0.267,0.62,0,0.26,0,0.07,0,533.697998,0,0,0,2.8,11.27936896,12.68107695,11.58599258,10.55661328,3.219548034,100.2130493,149.5356491,128.7,142,250000,0.007,52.5,13.1,4.48,4.2,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
851,540248,181998,Canning Town South,Newham,180.875,0.243,0.54,0,0.09,0,0,0,0,0,0,0,2.9,20.00683109,17.36523651,20.00683109,11.38917008,6.539029209,86.06781609,161.3749141,122.7,133,192500,0.009,48.8,10.7,3.5799999,4.2,48.95,27.5,1.6,98,0.9,326,1.78,29,-9.3999996,7.7199998,78,15.88,1,12,0
852,540434,181998,Canning Town South,Newham,180.875,0.258,0.54,0,0.04,0,0,0,0,0,0,0,2.5,17.8188514,18.11521483,18.7079417,15.04044422,5.630905224,134.2182891,209.5316465,187.2,195,201000,0.007,55,10,3.5799999,3.9,50,27.5,1.6,98,0.9,326,1.78,29,-9.3999996,7.7199998,78,15.88,1,12,0
853,540620,181998,Canning Town South,Newham,180.875,0.197,0.46,0,0.11,0,0,0,0,0,0,0,2.6,17.29619496,18.30216502,18.95117797,13.82397571,6.944438501,110.4918174,185.8097696,148.8,163,250000,0.01,54,9.9,3.5799999,4.5,50,27.5,1.6,98,0.9,326,1.78,29,-9.3999996,7.7199998,78,15.88,1,12,0
854,536433,182051,Mile End,Tower Hamlets,121.498,1.272,0.54,0.48,0.04,0,0.99,0.27,0,0,0,0,3,19.73448253,53.45603385,35.19655131,13.93620673,4.475862016,68.74298316,195.5421196,76.2,85,331250,0.01,54.7,8.5,5.5,6,50,23.7,1.6,80,0.9,342,1.04,32,-1,8.04,78,15.81,1,13,0
855,536619,182051,Mile End,Tower Hamlets,121.498,0.368,0.62,0,0.04,0,0.14,0,0,0,0,1909.166521,3,19.73448253,53.45603385,35.19655131,13.93620673,4.475862016,68.74298316,195.5421196,76.2,85,331250,0.01,54.7,8.5,5.5,6,50,23.7,1.6,80,0.9,342,1.04,32,-1,8.04,78,15.81,1,13,0
856,536805,182051,Mile End,Tower Hamlets,121.498,0.343,0.38,0.21,0.05,0,0,0,0.783529997,0,0,3026.452883,3,19.73448253,53.45603385,35.19655131,13.93620673,4.475862016,68.74298316,195.5421196,76.2,85,331250,0.01,54.7,8.5,5.5,6,50,23.7,1.6,80,0.9,342,1.04,32,-1,8.04,78,15.81,1,13,0
857,536991,182051,Mile End,Tower Hamlets,121.498,0.897,0.38,0.8,0.06,0.05,0.19,0,280.8138886,0,332.7860107,164.6359978,2.8,36.51033167,29.25507345,33.23376344,19.97146348,7.801352921,90.35854859,217.1305336,138.8,139,379950,0.015,43.1,12.8,5.5,3,50,23.7,1.6,80,0.9,342,1.04,32,-1,8.04,78,15.81,1,13,0
858,537177,182051,Bromley South,Tower Hamlets,68.791,0.31,0.38,0.1,0,0,0.08,0,1975.959231,0,477.6839905,0,2.8,60.14519655,48.19326647,54.74755071,32.89993657,12.85153772,90.35854859,299.1960366,138.8,139,379950,0.015,43.1,10.25,2.72,3,50,16.5,1.3,71,0.6,364,0.9,13,6,7.6999998,82,14.62,2,19,0
859,537363,182051,Bromley South,Tower Hamlets,68.791,0.326,0.38,0,0.03,0,0.29,0,1425.786461,0,0,243.3930054,2.8,60.14519655,48.19326647,54.74755071,32.89993657,12.85153772,90.35854859,299.1960366,138.8,139,379950,0.015,43.1,10.25,2.72,3,50,16.5,1.3,71,0.6,364,0.9,13,6,7.6999998,82,14.62,2,19,0
860,537549,182051,Bromley South,Tower Hamlets,68.791,0.373,0.77,0,0.04,0,0,0,1420.322986,0,0,996.8713099,2.7,55.97303663,68.8584961,53.23269004,24.89634025,5.947135141,125.2059152,334.1136133,121.6,178,295000,0.028,49.8,8.15,2.72,3.1,50,16.5,1.3,71,0.6,364,0.9,13,6,7.6999998,82,14.62,2,19,0
861,537735,182051,Bromley South,Tower Hamlets,68.791,0.529,0.77,0.19,0,0.04,0,0,0,0,2700.649963,1444.016371,2.7,55.97303663,68.8584961,53.23269004,24.89634025,5.947135141,125.2059152,334.1136133,121.6,178,295000,0.028,49.8,8.15,2.72,3.1,50,16.5,1.3,71,0.6,364,0.9,13,6,7.6999998,82,14.62,2,19,0
862,537921,182051,Lansbury,Tower Hamlets,131.561,1.306,0.69,0.82,0,0,0.06,0.55,0,0,4391.512592,0,2.6,24.75648479,31.19367971,31.39722737,9.541296812,3.434866852,79.788286,180.1118415,77,111,310000,0.064,53.6,15.15,3.4200001,4.9,50,25.9,2.9,104,1.8,323,1.11,39,0.8,7.8400002,78,16.28,1,11,0
863,538108,182051,Lansbury,Tower Hamlets,131.561,1.23,0.62,0.82,0.12,0,0.05,0.55,0,0,71.63189888,1631.529999,2.6,24.75648479,31.19367971,31.39722737,9.541296812,3.434866852,79.788286,180.1118415,77,111,310000,0.064,53.6,15.15,3.4200001,4.9,50,25.9,2.9,104,1.8,323,1.11,39,0.8,7.8400002,78,16.28,1,11,0
864,538294,182051,Canning Town North,Newham,252.085,1.082,0.62,0.89,0,0,0.12,0,0,0,5178.660156,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
865,538480,182051,Canning Town North,Newham,252.085,0.36,0.38,0.22,0.02,0,0,0,0,0,7.691740036,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
866,538666,182051,Canning Town North,Newham,252.085,0.378,0.31,0.29,0.03,0,0,0,1625.015976,0,0,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
867,538852,182051,Canning Town North,Newham,252.085,0.146,0.31,0,0.03,0,0,0,3343.283981,0,0,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
868,539038,182051,Canning Town North,Newham,252.085,0.27,0.54,0,0,0,0,0,4682.416595,0,0,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
869,539224,182051,Canning Town North,Newham,252.085,0.284,0.62,0,0.07,0.05,0.01,0,0,0,0,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
870,539410,182051,Canning Town North,Newham,252.085,0.556,0.62,0,0.03,0,0.51,0,0,0,0,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
871,539597,182051,Canning Town North,Newham,252.085,0.295,0.62,0,0.05,0,0,0,779.4189911,0,0,286.8617935,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
872,539783,182051,Canning Town North,Newham,252.085,0.298,0.62,0,0.04,0,0,0,0,0,0,0,2.7,9.972835559,13.53633015,11.65559689,10.56675132,3.588241082,95.65697091,144.9767259,121.8,132,255000,0.005,51.5,13.2,4.48,5.1,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
873,539969,182051,Canning Town North,Newham,252.085,0.298,0.62,0,0.04,0,0,0,0,0,0,0,2.8,11.27936896,12.68107695,11.58599258,10.55661328,3.219548034,100.2130493,149.5356491,128.7,142,250000,0.007,52.5,13.1,4.48,4.2,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
874,540155,182051,Canning Town North,Newham,252.085,0.271,0.62,0,0.13,0,0,0,0,0,0,0,2.8,11.27936896,12.68107695,11.58599258,10.55661328,3.219548034,100.2130493,149.5356491,128.7,142,250000,0.007,52.5,13.1,4.48,4.2,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
875,540341,182051,Canning Town South,Newham,180.875,0.249,0.54,0,0.07,0,0,0,0,0,0,0,2.9,20.00683109,17.36523651,20.00683109,11.38917008,6.539029209,86.06781609,161.3749141,122.7,133,192500,0.009,48.8,10.7,3.5799999,4.2,48.95,27.5,1.6,98,0.9,326,1.78,29,-9.3999996,7.7199998,78,15.88,1,12,0
876,540527,182051,Canning Town South,Newham,180.875,0.182,0.46,0,0.16,0,0,0,0,0,0,528.9539795,2.6,17.29619496,18.30216502,18.95117797,13.82397571,6.944438501,110.4918174,185.8097696,148.8,163,250000,0.01,54,9.9,3.5799999,4.5,50,27.5,1.6,98,0.9,326,1.78,29,-9.3999996,7.7199998,78,15.88,1,12,0
877,540713,182051,Canning Town South,Newham,180.875,0.194,0.46,0,0.12,0,0,0,0,0,0,0,2.6,17.29619496,18.30216502,18.95117797,13.82397571,6.944438501,110.4918174,185.8097696,148.8,163,250000,0.01,54,9.9,3.5799999,4.5,50,27.5,1.6,98,0.9,326,1.78,29,-9.3999996,7.7199998,78,15.88,1,12,0
878,536339,182105,Mile End,Tower Hamlets,121.498,1.7029999,0.54,0.99,0.03,0,0.66,0.64,0,0,0,596.1159973,3.4,32.27307411,38.83980383,29.71044788,15.29567532,10.65091528,171.8560606,298.625977,252.8,260,359250,0.003,38.9,12.15,5.5,5.8,50,23.7,1.6,80,0.9,342,1.04,32,-1,8.04,78,15.81,1,13,0
879,536526,182105,Mile End,Tower Hamlets,121.498,0.61,0.54,0.13,0.03,0,0.49,0,478.4447994,0,0,86.11630249,3,19.73448253,53.45603385,35.19655131,13.93620673,4.475862016,68.74298316,195.5421196,76.2,85,331250,0.01,54.7,8.5,5.5,6,50,23.7,1.6,80,0.9,342,1.04,32,-1,8.04,78,15.81,1,13,0
880,536712,182105,Mile End,Tower Hamlets,121.498,0.314,0.62,0.02,0.04,0,0,0,135.3639984,0,0,1952.663467,3,19.73448253,53.45603385,35.19655131,13.93620673,4.475862016,68.74298316,195.5421196,76.2,85,331250,0.01,54.7,8.5,5.5,6,50,23.7,1.6,80,0.9,342,1.04,32,-1,8.04,78,15.81,1,13,0
881,536898,182105,Mile End,Tower Hamlets,121.498,0.767,0.38,0.67,0.03,0,0.1,0,734.9315014,0,0,184.3678126,2.5,22.6371241,49.49671694,33.54516835,16.53800258,4.574341139,80.85714286,207.648496,83.8,103,304500,0.019,59.2,9.1,5.5,5.7,50,23.7,1.6,80,0.9,342,1.04,32,-1,8.04,78,15.81,1,13,0
882,537084,182105,Mile End,Tower Hamlets,121.498,0.468,0.38,0.36,0,0.05,0,0,374.4899902,0,48.44070053,0,2.8,36.51033167,29.25507345,33.23376344,19.97146348,7.801352921,90.35854859,217.1305336,138.8,139,379950,0.015,43.1,12.8,5.5,3,50,23.7,1.6,80,0.9,342,1.04,32,-1,8.04,78,15.81,1,13,0
883,537270,182105,Bromley South,Tower Hamlets,68.791,0.185,0.38,0.02,0.07,0,0,0,0.915294722,0,0,1998.417393,3.2,60.76480898,49.98021502,49.28443476,35.83268316,12.9878981,134.472808,343.322848,209.6,208,327500,0.003,47.4,8.05,2.72,3.1,50,16.5,1.3,71,0.6,364,0.9,13,6,7.6999998,82,14.62,2,19,0
884,537456,182105,Bromley South,Tower Hamlets,68.791,0.496,0.77,0,0.03,0,0.24,0,1497.674042,297.357605,0,48.62870026,3.1,51.52586385,52.64599133,48.91223308,36.09299642,19.66446012,103.4198928,312.2614376,154.5,157,270000,0.002,47.7,9.1,2.72,4.2,50,16.5,1.3,71,0.6,364,0.9,13,6,7.6999998,82,14.62,2,19,0
885,537642,182105,Bromley South,Tower Hamlets,68.791,0.385,0.77,0.01,0.02,0.01,0,0,2224.645981,0,0,2136.391052,2.7,55.97303663,68.8584961,53.23269004,24.89634025,5.947135141,125.2059152,334.1136133,121.6,178,295000,0.028,49.8,8.15,2.72,3.1,50,16.5,1.3,71,0.6,364,0.9,13,6,7.6999998,82,14.62,2,19,0
886,537828,182105,Bromley South,Tower Hamlets,68.791,0.515,0.69,0.22,0.02,0,0,0,0,0,5720.746979,0,2.6,51.55271838,64.95748483,65.38135096,19.86872497,7.152740989,79.788286,288.7013061,77,111,310000,0.064,53.6,7.45,2.72,4.9,50,16.5,1.3,71,0.6,364,0.9,13,6,7.6999998,82,14.62,2,19,0
887,538015,182105,Lansbury,Tower Hamlets,131.561,1.351,0.62,0.87,0,0,0.14,0.55,0,0,2421.757459,0,2.6,24.75648479,31.19367971,31.39722737,9.541296812,3.434866852,79.788286,180.1118415,77,111,310000,0.064,53.6,15.15,3.4200001,4.9,50,25.9,2.9,104,1.8,323,1.11,39,0.8,7.8400002,78,16.28,1,11,0
888,538201,182105,Lansbury,Tower Hamlets,131.561,1.337,0.62,0.95,0.01,0,0.27,0.27,0,0,2592.584015,0,3,34.06342168,21.70063543,23.73917997,13.54645727,7.233545144,84.0570118,184.3402513,125.7,143,247000,0.004,41.7,18.65,3.4200001,3.5,50,25.9,2.9,104,1.8,323,1.11,39,0.8,7.8400002,78,16.28,1,11,0
889,538387,182105,Canning Town North,Newham,252.085,0.454,0.38,0.33,0,0,0,0,0,0,5105.540039,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
890,538573,182105,Canning Town North,Newham,252.085,0.35,0.38,0.2,0,0,0,0,780.8010254,0,0,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
891,538759,182105,Canning Town North,Newham,252.085,0.181,0.31,0.04,0.02,0,0,0,1569.591046,0,0,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
892,538945,182105,Canning Town North,Newham,252.085,0.174,0.31,0,0.02,0,0.05,0,1445.826156,0,0,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
893,539131,182105,Canning Town North,Newham,252.085,0.23,0.54,0,0.17,0.47,0.21,0,561.5608307,0,0,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
894,539317,182105,Canning Town North,Newham,252.085,0.455,0.62,0,0.05,0,0.32,0,1508.560059,0,0,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
895,539504,182105,Canning Town North,Newham,252.085,0.286,0.62,0,0.08,0,0,0,0,0,0,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
896,539690,182105,Canning Town North,Newham,252.085,0.271,0.62,0,0.13,0,0,0,0,0,0,0,2.8,10.4445367,12.34354337,11.09732024,10.50388066,4.925548556,16.50992183,65.82475135,25.2,24,250000,0.01,54.2,12.8,4.48,4.5,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
897,539876,182105,Canning Town North,Newham,252.085,0.286,0.62,0,0.08,0,0,0,0,0,0,0,2.8,11.27936896,12.68107695,11.58599258,10.55661328,3.219548034,100.2130493,149.5356491,128.7,142,250000,0.007,52.5,13.1,4.48,4.2,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
898,540062,182105,Canning Town North,Newham,252.085,0.262,0.62,0,0.16,0,0,0,250.0179586,0,0,0,2.8,11.27936896,12.68107695,11.58599258,10.55661328,3.219548034,100.2130493,149.5356491,128.7,142,250000,0.007,52.5,13.1,4.48,4.2,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
899,540248,182105,Canning Town North,Newham,252.085,0.258,0.54,0,0.04,0,0,0,0,0,0,0,2.8,11.27936896,12.68107695,11.58599258,10.55661328,3.219548034,100.2130493,149.5356491,128.7,142,250000,0.007,52.5,13.1,4.48,4.2,50,29,2.6,91,1.7,326,1.89,31,-1.4,7.4000001,78,15.52,1,11,0
900,540434,182105,Canning Town South,Newham,180.875,0.218,0.46,0,0.04,0,0,0,0,0,0,0,2.6,17.29619496,18.30216502,18.95117797,13.82397571,6.944438501,110.4918174,185.8097696,148.8,163,250000,0.01,54,9.9,3.5799999,4.5,50,27.5,1.6,98,0.9,326,1.78,29,-9.3999996,7.7199998,78,15.88,1,12,0
901,540620,182105,Canning Town South,Newham,180.875,0.218,0.46,0,0.04,0,0,0,0,0,0,0,2.6,17.29619496,18.30216502,18.95117797,13.82397571,6.944438501,110.4918174,185.8097696,148.8,163,250000,0.01,54,9.9,3.5799999,4.5,50,27.5,1.6,98,0.9,326,1.78,29,-9.3999996,7.7199998,78,15.88,1,12,0
902,536433,182159,Mile End,Tower Hamlets,121.498,1.233,0.54,0.42,0.01,0,0.99,0.27,0,0,0,0,3,19.73448253,53.45603385,35.19655131,13.93620673,4.475862016,68.74298316,195.5421196,76.2,85,331250,0.01,54.7,8.5,5.5,6,50,23.7,1.6,80,0.9,342,1.04,32,-1,8.04,78,15.81,1,13,0
903,536619,182159,Mile End,Tower Hamlets,121.498,0.327,0.69,0,0.06,0,0,0,1571.671084,0,0,961.3685207,2.6,28.44756009,39.86065306,32.30870597,16.58021467,9.596083145,100.7484333,227.5416502,127.3,144,335000,0.031,48.8,10.45,5.5,6.9,50,23.7,1.6,80,0.9,342,1.04,32,-1,8.04,78,15.81,1,13,0
904,536805,182159,Mile End,Tower Hamlets,121.498,0.392,0.38,0.17,0.03,0,0.15,0,1704.183076,0,0,0,2.6,28.44756009,39.86065306,32.30870597,16.58021467,9.596083145,100.7484333,227.5416502,127.3,144,335000,0.031,48.8,10.45,5.5,6.9,50,23.7,1.6,80,0.9,342,1.04,32,-1,8.04,78,15.81,1,13,0
905,536991,182159,Mile End,Tower Hamlets,121.498,0.929,0.38,0.63,0,0.05,0.49,0,0,0,0,0,2.8,36.51033167,29.25507345,33.23376344,19.97146348,7.801352921,90.35854859,217.1305336,138.8,139,379950,0.015,43.1,12.8,5.5,3,50,23.7,1.6,80,0.9,342,1.04,32,-1,8.04,78,15.81,1,13,0
906,537177,182159,Bromley South,Tower Hamlets,68.791,0.42,0.46,0.26,0.06,0,0,0,1520.475138,0,0,578.2013016,3.2,60.76480898,49.98021502,49.28443476,35.83268316,12.9878981,134.472808,343.322848,209.6,208,327500,0.003,47.4,8.05,2.72,3.1,50,16.5,1.3,71,0.6,364,0.9,13,6,7.6999998,82,14.62,2,19,0
907,537363,182159,Bromley South,Tower Hamlets,68.791,0.26,0.46,0,0.05,0,0.09,0,0,0,0,3043.940933,3.2,60.76480898,49.98021502,49.28443476,35.83268316,12.9878981,134.472808,343.322848,209.6,208,327500,0.003,47.4,8.05,2.72,3.1,50,16.5,1.3,71,0.6,364,0.9,13,6,7.6999998,82,14.62,2,19,0
908,537549,182159,Bromley South,Tower Hamlets,68.791,0.376,0.77,0,0.13,0,0.06,0,132.0725021,78.68860054,0,2263.738788,3.1,51.52586385,52.64599133,48.91223308,36.09299642,19.66446012,103.4198928,312.2614376,154.5,157,270000,0.002,47.7,9.1,2.72,4.2,50,16.5,1.3,71,0.6,364,0.9,13,6,7.6999998,82,14.62,2,19,0
